SDD;EDN;SDD_num;EDN_num
Situation sanitaire exceptionnelle;Risques émergents, bioterrorisme, maladies hautement transmissibles;346;178
Situation sanitaire exceptionnelle;Risques sanitaires liés aux irradiations. Radioprotection;346;180
Situation sanitaire exceptionnelle;Situations exceptionnelles;346;333
Situation sanitaire exceptionnelle;Prise en charge immédiate pré-hospitalière et à l'arrivée à l'hôpital, évaluation des complications chez : un brûlé, un polytraumatisé, un traumatisé thoracique, un traumatisé abdominal, un traumatisé des membres et/ou du bassin, un traumatisé du rachis ou vertébro-médullaire, un traumatisé crânien ou crânio-encéphalique;346;334
Situation sociale précaire et isolement;L'organisation de l'exercice clinique et les méthodes qui permettent de sécuriser le parcours du patient;347;6
Situation sociale précaire et isolement;Les droits individuels et collectifs du patient;347;7
Situation sociale précaire et isolement;Les discriminations;347;8
Situation sociale précaire et isolement;Mesure de l'état de santé de la population;347;21
Situation sociale précaire et isolement;Sujets en situation de précarité;347;59
Splénomégalie;Endocardite infectieuse;58;152
Splénomégalie;Tuberculose de l'adulte et de l'enfant;58;159
Splénomégalie;Hépatites virales;58;167
Splénomégalie;Infections à VIH;58;169
Splénomégalie;Paludisme;58;170
Splénomégalie;Lupus systémique (LS). Syndrome des anti-phospholipides (SAPL);58;194
Splénomégalie;Syndrome mononucléosique;58;217
Splénomégalie;Splénomégalie;58;275
Splénomégalie;Hépatomégalie et masse abdominale;58;276
Splénomégalie;Cirrhose et complications;58;279
Splénomégalie;"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";58;292
Splénomégalie;Syndromes myéloprolifératifs;58;317
Splénomégalie;Leucémies lymphoïdes chroniques;58;318
Splénomégalie;Lymphomes malins;58;319
Station au sol prolongée;Troubles de la marche et de l'équilibre;12;109
Station au sol prolongée;Troubles de la marche et de l'équilibre. (voir item 109);12;131
Station au sol prolongée;Autonomie et dépendance chez le sujet âgé;12;133
Station au sol prolongée;Coma non traumatique chez l'adulte et chez l'enfant;12;336
Strabisme de l'enfant;Suivi d'un nourrisson, d'un enfant et d'un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles;157;47
Strabisme de l'enfant;Strabisme et amblyopie de l'enfant;157;52
Suivi d'un patient en insuffisance rénale chronique;Anémie chez l'adulte et l'enfant;290;213
Suivi d'un patient en insuffisance rénale chronique;Athérome : épidémiologie et physiopathologie. Le malade poly-athéromateux;290;221
Suivi d'un patient en insuffisance rénale chronique;Facteurs de risque cardio-vasculaire et prévention;290;222
Suivi d'un patient en insuffisance rénale chronique;Hypertension artérielle de l'adulte et de l'enfant;290;224
Suivi d'un patient en insuffisance rénale chronique;Œdèmes des membres inférieurs localisés ou généralisés;290;257
Suivi d'un patient en insuffisance rénale chronique;Insuffisance rénale chronique chez l'adulte et l'enfant;290;264
Suivi d'un patient en insuffisance rénale chronique;Polykystose rénale;290;266
Suivi d'un patient en insuffisance rénale chronique;Troubles de l'équilibre acido-basique et désordres hydro-électrolytiques;290;267
Suivi d'un patient en insuffisance rénale chronique;Insuffisance rénale aiguë - Anurie;290;348
Suivi du patient immunodéprimé;Vaccinations;291;146
Suivi du patient immunodéprimé;Prescription et surveillance des anti-infectieux chez l'adulte et l'enfant (voir item 330);291;177
Suivi du patient immunodéprimé;Déficit immunitaire;291;189
Suivi du patient immunodéprimé;Fièvre chez un patient immunodéprimé;291;191
Suspicion d'un effet indésirable des médicaments ou d'un soin;Qualité et sécurité des soins. La sécurité du patient. La gestion des risques. Les événements indésirables associés aux soins (EIAS). Démarche qualité et évaluation des pratiques professionnelles;348;4
Suspicion d'un effet indésirable des médicaments ou d'un soin;"Responsabilités médicale pénale, civile, administrative et disciplinaire. La gestion des erreurs et des plaintes ; l'aléa thérapeutique";348;5
Suspicion d'un effet indésirable des médicaments ou d'un soin;Identification et gestion des risques liés aux médicaments et aux biomatériaux, risque iatrogène, erreur médicamenteuse (voir items 4 et 5);348;325
Suspicion d'un effet indésirable des médicaments ou d'un soin;Connaître les caractéristiques des produits sanguins labiles (PSL) et leur spécificité;348;329
Suspicion d'un effet indésirable des médicaments ou d'un soin;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;348;330
Suspicion maltraitance et enfance en danger;Violences et santé;321;11
Suspicion maltraitance et enfance en danger;Violences sexuelles;321;12
Suspicion maltraitance et enfance en danger;Certificats médicaux. Décès et législation;321;13
Suspicion maltraitance et enfance en danger;Maltraitance et enfants en danger. Protection maternelle et infantile;321;57
Suspicion maltraitance et enfance en danger;Malaise grave du nourrisson et mort inattendue du nourrisson;321;345
Syndrome inflammatoire aigu ou chronique;Fièvre aiguë chez l'enfant et l'adulte;186;147
Syndrome inflammatoire aigu ou chronique;Sepsis et choc septique de l'enfant et de l'adulte;186;158
Syndrome inflammatoire aigu ou chronique;Réaction inflammatoire : aspects biologiques et cliniques. Conduite à tenir;186;185
Syndrome inflammatoire aigu ou chronique;Pathologies auto-immunes : aspects épidémiologiques, diagnostiques et principes de traitement;186;192
Syndrome inflammatoire aigu ou chronique;Connaître les principaux types de vascularite systémique, les organes cibles, les outils diagnostiques et les moyens thérapeutiques;186;193
Syndrome inflammatoire aigu ou chronique;Artérite à cellules géantes;186;195
Syndrome inflammatoire aigu ou chronique;Amaigrissement à tous les âges;186;251
Syndrome inflammatoire aigu ou chronique;"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";186;292
Syndrome polyuro-polydypsique;Diabète sucré de type 1 et 2 de l'enfant et de l'adulte. Complications;61;247
Syndrome polyuro-polydypsique;Troubles de l'équilibre acido-basique et désordres hydro-électrolytiques;61;267
Syndrome polyuro-polydypsique;Hypercalcémie;61;268
Tache cutanée du nourrisson;Hémangiomes et malformations vasculaires cutanées;90;113
Tache cutanée du nourrisson;Tumeurs cutanées, épithéliales et mélaniques;90;302
Tachycardie;Électrocardiogramme : indications et interprétations;166;231
Tachycardie;Fibrillation atriale;166;232
Tachycardie;Palpitations;166;237
Tendance au saignement;Hémorragie génitale chez la femme;59;43
Tendance au saignement;Epistaxis;59;87
Tendance au saignement;Douleur et épanchement articulaire. Arthrite d'évolution récente;59;200
Tendance au saignement;Hémoptysie;59;205
Tendance au saignement;Hémogramme chez l'adulte et l'enfant : indications et interprétation;59;212
Tendance au saignement;Anémie chez l'adulte et l'enfant;59;213
Tendance au saignement;Thrombopénie chez l'adulte et l'enfant;59;214
Tendance au saignement;Purpuras chez l'adulte et l'enfant;59;215
Tendance au saignement;Syndrome hémorragique d'origine hématologique;59;216
Tendance au saignement;Hématurie;59;260
Tendance au saignement;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;59;330
Tendance au saignement;État de choc. Principales étiologies : hypovolémique, septique (voir item 158), cardio-génique, anaphylactique;59;332
Tendance au saignement;Hémorragie digestive;59;355
Toux;Addiction au tabac;167;75
Toux;Infections naso-sinusiennes de l'adulte et de l'enfant;167;148
Toux;Angines de l'adulte et de l'enfant;167;149
Toux;Infections broncho pulmonaires communautaires de l'adulte et de l'enfant;167;154
Toux;Tuberculose de l'adulte et de l'enfant;167;159
Toux;Coqueluche;167;163
Toux;Grippe;167;166
Toux;Hypersensibilités et allergies chez l'enfant et l'adulte : aspects physiopathologiques, épidémiologiques, diagnostiques et principes de traitement;167;186
Toux;Hypersensibilité et allergies respiratoires chez l'enfant et chez l'adulte. Asthme, rhinite;167;188
Toux;Toux chez l'enfant et chez l'adulte (avec le traitement);167;204
Toux;Opacités et masses intra-thoraciques chez l'enfant et chez l'adulte;167;207
Toux;Insuffisance respiratoire chronique;167;208
Toux;Bronchopneumopathie chronique obstructive chez l'adulte;167;209
Toux;Reflux gastro-œsophagien chez le nourrisson, chez l'enfant et chez l'adulte. Hernie hiatale;167;271
Toux;Tumeurs du poumon, primitives et secondaires;167;309
Traumatisme abdomino-pelvien;Sepsis et choc septique de l'enfant et de l'adulte;171;158
Traumatisme abdomino-pelvien;Arrêt cardio-circulatoire;171;331
Traumatisme abdomino-pelvien;État de choc. Principales étiologies : hypovolémique, septique (voir item 158), cardio-génique, anaphylactique;171;332
Traumatisme abdomino-pelvien;Prise en charge immédiate pré-hospitalière et à l'arrivée à l'hôpital, évaluation des complications chez : un brûlé, un polytraumatisé, un traumatisé thoracique, un traumatisé abdominal, un traumatisé des membres et/ou du bassin, un traumatisé du rachis ou vertébro-médullaire, un traumatisé crânien ou crânio-encéphalique;171;334
Traumatisme crânien;Prise en charge immédiate pré-hospitalière et à l'arrivée à l'hôpital, évaluation des complications chez : un brûlé, un polytraumatisé, un traumatisé thoracique, un traumatisé abdominal, un traumatisé des membres et/ou du bassin, un traumatisé du rachis ou vertébro-médullaire, un traumatisé crânien ou crânio-encéphalique;172;334
Traumatisme crânien;Orientation diagnostique et conduite à tenir devant un traumatisme crânio-facial et oculaire;172;335
Traumatisme des membres;Thérapeutiques antalgiques, médicamenteuses et non médicamenteuses. (voir item 330);173;135
